title,company,experience,salary,location,skills,posted
Annotation Analyst,Snap2insight,0-2 Yrs,Not mentioned,Bengaluru,"Computer vision, Basic, Retail, Excel, Senior Analyst, Machine learning, Algorithm development, Internet searching",3+ weeks ago
Business Analyst,Kelsa Works,0-2 Yrs,Not mentioned,Bengaluru,"Business Analyst, Business analysis",3+ weeks ago
Business Analyst,Aliengena Captive,0-1 Yrs,Not mentioned,Pune,"Business Analyst, Business analysis",3+ weeks ago
Python Engineer/Data Engineer ( Hiring For MNC Client ),Codenera,0-1 Yrs,Not mentioned,Remote,"Python, Tensorflow, Predictive Modeling, Artificial Intelligence, Natural Language Processing, Al, Machine Learning, Deep Learning",1 week ago
System / Network Analyst,Leadslogic Media,0-1 Yrs,Not mentioned,Pune,"IT Analyst, Network Analyst, System, Network analysis, Networking",3+ weeks ago
MIS Executive,C S Creative Solutions,0-3 Yrs,Not mentioned,Mumbai,"ERP, Data analysis, Excel, Data management, Healthcare, data integrity, Troubleshooting, Information technology",3+ weeks ago
Analyst - Business Consulting Risk - National - Internal Audit,EY,0-3 Yrs,Not mentioned,Mumbai,"Manager Internal Audit, Data modeling, risk consulting, Business strategy, Outsourcing, Risk management, Operations, Financial services",1 week ago
Analyst - Business Consulting Risk - National - Internal Audit,EY,0-3 Yrs,Not mentioned,Mumbai,"Manager Internal Audit, Data modeling, risk consulting, Business strategy, Outsourcing, Risk management, Operations, Financial services",1 week ago
Analyst - Business Consulting Risk - National - Internal Audit,EY,0-7 Yrs,Not mentioned,Mumbai,"Manager Internal Audit, Data modeling, risk consulting, Business strategy, Outsourcing, Risk management, Operations, Financial services",1 week ago
Analyst - Business Consulting Risk - National - Internal Audit,EY,0-7 Yrs,Not mentioned,Mumbai,"Manager Internal Audit, Data modeling, risk consulting, Business strategy, Outsourcing, Risk management, Operations, Financial services",1 week ago
Analyst - Business Consulting Risk - National - Internal Audit,EY,0-7 Yrs,Not mentioned,Mumbai,"Manager Internal Audit, Data modeling, risk consulting, Business strategy, Outsourcing, Risk management, Operations, Financial services",1 week ago
Analyst - Mumbai,EY,0-3 Yrs,Not mentioned,Mumbai (All Areas),"Statutory Audit, Assurance, Analysis, Auditing, Statutory",2 weeks ago
Senior Analyst,Dentsu Webchutney,0-8 Yrs,Not mentioned,Coimbatore,"Training, Sales, data science, Senior Analyst, Team development, Analysis, Senior, Science",3+ weeks ago
Senior Analyst,Dentsu Webchutney,0-8 Yrs,Not mentioned,Bengaluru,"Training, Sales, data science, Senior Analyst, Team development, Development, Data, Team",3+ weeks ago
Senior Analyst,Dentsu Webchutney,0-8 Yrs,Not mentioned,New Delhi,"Training, Sales, data science, Senior Analyst, Team development, Science, Team, Data",3+ weeks ago
Senior Analyst,Dentsu Webchutney,0-8 Yrs,Not mentioned,Bengaluru,"Training, Sales, data science, Senior Analyst, Team development, Science, Team, Data",3+ weeks ago
Business Analyst,Sapphire Infocom,0-3 Yrs,Not mentioned,Pune,"Business Analyst, Business analysis",3+ weeks ago
Business Analyst,Sahyadri Software Technologies,0-3 Yrs,Not mentioned,Pune,"Case analysis, Business Analyst, Business case, Business analysis, Analysis, Case",3+ weeks ago
Senior Analyst,Dentsu Webchutney,0-8 Yrs,Not mentioned,New Delhi,"Training, Sales, data science, Senior Analyst, Team development, Science, Analysis, Senior",3+ weeks ago
Senior Analyst,Dentsu Webchutney,0-8 Yrs,Not mentioned,Bengaluru,"Training, Sales, data science, Senior Analyst, Team development, Analysis, Senior, Science",3+ weeks ago
Senior Analyst,Dentsu Webchutney,0-8 Yrs,Not mentioned,Coimbatore,"Training, Sales, data science, Senior Analyst, Team development, Analysis, Data, Science",3+ weeks ago
Senior Analyst,Dentsu Webchutney,0-8 Yrs,Not mentioned,Bengaluru,"Training, Sales, data science, Senior Analyst, Team development, Team, Development, Analysis",3+ weeks ago
Senior Analyst,Dentsu Webchutney,0-5 Yrs,Not mentioned,Coimbatore,"Training, Sales, data science, Senior Analyst, Team development, Team, Development, Analysis",3+ weeks ago
Senior Analyst,Dentsu Webchutney,0-5 Yrs,Not mentioned,New Delhi,"Training, Sales, data science, Senior Analyst, Team development, Science, Team, Data",3+ weeks ago
Senior Analyst,Dentsu Webchutney,0-8 Yrs,Not mentioned,Coimbatore,"Training, Sales, data science, Senior Analyst, Team development, Analysis, Data, Science",3+ weeks ago
Executive,Crisil,0-2 Yrs,Not mentioned,Pune,"insurance, project management, data analysis, management skills, investment, accounting, financial services, sales",2 weeks ago
Data Engineer,Technix India Solutions,0-2 Yrs,Not mentioned,Patna,"Data analysis, Product engineering, RDBMS, Analytical, MySQL, Data processing, OLAP, Predictive modeling",3+ weeks ago
Data Process Executive,Prgx India,0-3 Yrs,Not mentioned,Pune,"computer operating, data analysis, back office processing, back office, data processing, pivot table, vlookup, data entry operation",3+ weeks ago
Business Analyst - Digital Marketing,Aristok Technologies,0-1 Yrs,Not mentioned,Pune,"Analytical skills, Google Analytics, Excel, Project management, Consulting, Javascript, HTML, Budgeting",3+ weeks ago
SEO Analyst,Sovereign Software,0-1 Yrs,Not mentioned,Pune,"Market analysis, Competitor analysis, SEO Analyst, Management, international clients, Off-page optimization, Marketing, SEO analysis",3+ weeks ago
Data scientist,Growth Jockey,0-1 Yrs,Not mentioned,Gurugram,"Computer science, Data analysis, SAS, Machine learning, Data structures, Data processing, Predictive modeling, Pattern recognition",3+ weeks ago
Business Analyst Assistant Manager,Renee Technologies Pune,0-2 Yrs,Not mentioned,Pune,"Business Analyst, Business analysis, Management, Assistance",3+ weeks ago
Sr Executive/Manager - Sales & Marketing (Control Panels),Primohunt Corporate,0-6 Yrs,Not mentioned,Pune,"Data analysis, Sales, Analytical, Scheduling, market data, Customer service, Manager Sales & Marketing, Research",3+ weeks ago
QC - Jr. Officer,Hi Tech Bio Laboratories,0-1 Yrs,Not mentioned,Pune,"project management, data analysis, quality control, software testing, process improvement, quality analysis, qc, quality compliance",3+ weeks ago
Sr. Market Research Analyst,Skycognitive,0-2 Yrs,Not mentioned,Pune,"Lead generation, Excel, C, Networking, Sales operations, Market Research Analyst, Database, Web research",3+ weeks ago
Senior Analyst,Oncofocus Solutions,0-2 Yrs,Not mentioned,Bengaluru,"Analytical skills, Analyst, Statistical analysis, clinical development, Healthcare, Competitive intelligence, Biology, MS Office",3+ weeks ago
Analyst - Business Consulting Risk - AMI - CNS - Risk,EY,0-1 Yrs,Not mentioned,Bengaluru,"Manager Internal Audit, Assurance, Operational excellence, Data modeling, Analytical, risk consulting, Business strategy, Risk management",3 weeks ago
Analyst - Business Consulting Risk - AMI - CNS - Risk,EY,0-1 Yrs,Not mentioned,Bengaluru,"Manager Internal Audit, Assurance, Operational excellence, Data modeling, Analytical, risk consulting, Business strategy, Risk management",3 weeks ago
Senior Analyst,Dentsu Webchutney,0-8 Yrs,Not mentioned,New Delhi,"Training, Sales, data science, Senior Analyst, Team development, Analysis, Senior, Science",3+ weeks ago
Data Science Analyst,Shell,0-2 Yrs,Not mentioned,Bengaluru,"Mining, Data analysis, Manager Quality Assurance, SAP, Renewable energy, LNG, Analytical, Analytics",3+ weeks ago
Data Science Analyst,Shell,0-2 Yrs,Not mentioned,Bengaluru,"Mining, Data analysis, Manager Quality Assurance, SAP, Renewable energy, LNG, Analytical, Analytics",3+ weeks ago
Executive Data Analyst,Pristine Pearl Pharma,0-4 Yrs,Not mentioned,Coimbatore,"Bi, Data Analysis, SQL, Power Bi, Data Visualization, Python, Analysis, Data",3 weeks ago
Python Analyst (Only Freshers),EXL,0-1 Yrs,Not mentioned,Hybrid - Noida,"Pandas, Numpy, Python",5 days ago
"Applied Scientist, Books Reading & Discovery Experiences",Amazon,0-5 Yrs,Not mentioned,Bengaluru,"Product management, C++, Data analysis, RDBMS, Data structures, Data quality, Oracle, SQL",3+ weeks ago
"Strategic Planning - Apprentice, Chennai",Mizuho Global Services,0-1 Yrs,Not mentioned,Chennai,"Excel, Powerpoint, Advanced Excel, Planning, Strategic planning",1 week ago
Analyst - Business Consulting Risk - TMT,EY,0-1 Yrs,Not mentioned,Bengaluru,"Manager Internal Audit, Assurance, Operational excellence, Data modeling, Analytical, risk consulting, Business strategy, Risk management",4 days ago
SOC Analyst,Adani Group,0-4 Yrs,Not mentioned,Ahmedabad,"security operations, risk management, cyber security, iso, network security, soc, ip, siem",4 days ago
Expert Client Analyst,Numerator,0-4 Yrs,Not mentioned,Remote,"Client servicing, Senior Analyst, Analytical, power bi, data integrity, Powerpoint, Analytics, Senior",5 days ago
Customer Support Analyst,Beckman Coulter,0-2 Yrs,Not mentioned,Bengaluru,"Unix, Networking, Linux, Data management, Support services, Customer support, Life sciences, Troubleshooting",6 days ago
Analyst,Firstsource,0-6 Yrs,Not mentioned,Bengaluru,"database maintenance, uv, performance tuning, quality control, database mirroring, problem solving, sql server dba, analysis",1 week ago
Executive Assistant,Vertex Interiors,0-2 Yrs,Not mentioned,Ahmedabad,"data analysis, administration, dbms, office assistance, hrsd, office administration, analysis, executive support",3+ weeks ago
Planning Manager,Manpowergroup Services India,0-2 Yrs,Not mentioned,Hyderabad,"Agile project management, Game Development Lifecycle, Project Management, Software Delivery & QA Processes, Stakeholder Management, Games, Development Life Cycle, Management",1 week ago
Assistant Manager - Debt Management Services - SME,Bajaj Finance,0-2 Yrs,Not mentioned,Pune,"Account Management, Regulatory Reporting, Secured Loan, Two Wheeler Sales, Debt Collection, Compliance Management, Reporting, Recovery Management",2 weeks ago
Data Analytics & SQL,Aptech Limited,0-1 Yrs,Not mentioned,Mumbai (All Areas),"Advanced Excel, ETL, SQL, Analytics, Data, Data analytics, Excel",3 weeks ago
BUSINESS ANALYST-INSURANCE DOMAIN,Godigi Infotech,0-1 Yrs,Not mentioned,New Delhi,"Product management, Data analysis, Business Analyst, Project management, Analytical, Market research, Business operations, Testing",3+ weeks ago
Markets - Analyst - APAC Commodities Metals - GIFT City,JPMorgan Chase Bank,0-5 Yrs,Not mentioned,Gandhinagar,"Trade, pricing analysis, Sales, Data management, Senior Analyst, Analytical, Fixed income, Market research",2 weeks ago
Intern-Engineering,Wabtec,0-1 Yrs,Not mentioned,Bengaluru,"Freight, Root Cause Analysis, Performance Optimization, Mechanical Design, Transportation, Material Science, Product Development, Six Sigma",2 weeks ago
Research Analyst,Stellar Market Research,0-2 Yrs,Not mentioned,Pune,"data analysis, research analysis, market research, analysis, data collection, research, sales, market analysis",3+ weeks ago
WFM Reporting Analyst,Taskus,0-1 Yrs,Not mentioned,Gurugram,"reporting analyst, bpo, data warehouse, power bi, kibana, etl, workforce management, WFM",3 weeks ago
Data Science - Intern,Ecolab Global Services,0-1 Yrs,Not mentioned,Pune,"data science, algorithms, Java, Excel, data structures, Tableau, software design patterns, SQL",3 weeks ago
Stuctural Interest Rate Risk - Analyst,JPMorgan Chase Bank,0-5 Yrs,Not mentioned,Mumbai,"Stress testing, Automation, Process improvement, Fixed income, Analytical, data visualization, Risk management, Balance Sheet",3 weeks ago
Analyst,eClerx,0-2 Yrs,Not mentioned,Coimbatore,"communication skills written, excellent verbal and written communication skills, analytical, data validation, team skills, verbal communication, pivot table, interpersonal skills",3 weeks ago
Associate Analyst - TAX - AMI - TAX - Indirect Tax - Core,EY,0-2 Yrs,Not mentioned,New Delhi,"Ami, Automation, Llb, Compliance, Transportation, Legal, Advance Authorisation, Gst",3 weeks ago
Clin Data Specialist,Iqvia Biotech,0-2 Yrs,Not mentioned,"Warangal, Hyderabad, Nizamabad","data analysis, leadership, analysis, research, communication skills, Data",3+ weeks ago
Business Analyst,Dynamic Technosoft,0-2 Yrs,Not mentioned,Noida,"Business Analyst, Management, Business analysis",3+ weeks ago
Product Development Associate,JPMorgan Chase Bank,0-4 Yrs,Not mentioned,Mumbai,"Product management, Loans, Data analysis, Change management, Excel, Collateral management, Fixed income, Visio",3+ weeks ago
MIS Executive,Traveltime Car Rental,0-5 Yrs,Not mentioned,Pune,"com, hlookup, conditional formatting, data analysis, sumif, c, mis reporting, data validation",3+ weeks ago
ET&P- ServiceNow - Analyst- ITSM/ITOM/HRSD/ITAM/GRC,Deloitte Consulting,0-2 Yrs,Not mentioned,Bengaluru,"Computer science, Service management, Event management, Consulting, business rules, Project planning, Test cases, Risk management",3+ weeks ago
IT - BUSINESS ANALYST,Godigi Infotech,0-1 Yrs,Not mentioned,Mumbai,"IT Business Analyst, github, GIT, data science, Agile, Document management, JIRA, Digital marketing",3+ weeks ago
Analyst,EXL,0-7 Yrs,Not mentioned,Gurugram,"Coding, Underwriting, Analytical, Credit risk, Auto loans, Financial services, SQL, FICO",3+ weeks ago
Analyst - Business Consulting Risk - TMT - CNS - RISK - DIGITAL RISK,EY,0-7 Yrs,Not mentioned,New Delhi,"Manager Internal Audit, Assurance, Operational excellence, Data modeling, Risk assessment, Consulting, Business strategy, Risk management",3+ weeks ago
"Clearing and Settlement Analyst, NCT",Deutsche Bank,0-3 Yrs,Not mentioned,Jaipur,"MIS reporting, Excel, Senior Analyst, MIS, Standard operating procedures, Investigation, HTML, Training and Development",3+ weeks ago
Workforce Reporting Analyst,Taskus,0-5 Yrs,Not mentioned,Gurugram,"BPO, Workforce management, Reporting Analyst, Analytical, Social media, Outsourcing, Gaming, Information technology",3+ weeks ago
Bussiness Analyst (P&L),Rzen Info Solutions,0-5 Yrs,Not mentioned,Hyderabad,"laravel, android os, c++, project management, configuration, business analysis, functional design, sql",3+ weeks ago
Senior Executive - Operations,Startek,0-6 Yrs,Not mentioned,Gurugram,"operations management, data analysis, team management, warehouse operations, customer service, logistics, machine learning, supply chain operations",3+ weeks ago
